"DR_Number","Date_Reported","Date_Occurred","Time_Occurred","Area_ID","Area_Name","Reporting_District_Num","Priority_Code","Crime_Code","Crime_Code_Description","MO_Codes","Victim_Age","Victim_Sex","Victim_Descent","Premise_Code","Premise_Description","Weapon_Used_Code","Weapon_Description","Status_Code","Status_Description","Crime_Address","Cross_Street","latitude","longitude"
191305974,"2019-02-06","2019-02-06",2100,13,"Newton",1371,1,210,"ROBBERY","0352 1221 0432 0334 0344",59,"M","B",514,"GROUP HOME","200","KNIFE WITH BLADE 6INCHES OR LESS","AO","Adult Other","200 W  52ND                         ST","N/A",33.9956,-118.276
191113839,"2019-07-20","2019-07-18",1930,11,"Northeast",1181,1,330,"BURGLARY FROM VEHICLE","0344 1307 1609 0329",23,"M","H",101,"STREET","N/A","N/A","IC","Invest Cont","GLENDALE                     BL","RESERVOIR                    ST",34.0782,-118.26
190309867,"2019-03-30","2019-03-30",1830,3,"Southwest",312,2,624,"BATTERY - SIMPLE ASSAULT","0603 0361 0342 2024 0400",43,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","2600 S  MANSFIELD                    AV","N/A",34.0325,-118.352
192100830,"2019-07-13","2019-07-13",1300,21,"Topanga",2137,2,888,"TRESPASSING","1402 1606",29,"M","O",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","7300    KELVIN                       AV","N/A",34.2029,-118.586
192105859,"2019-02-11","2019-02-09",2000,21,"Topanga",2177,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","1801 0421",48,"M","W",501,"SINGLE FAMILY DWELLING","511","VERBAL THREAT","AO","Adult Other","5800    CANOGA                       AV","N/A",34.1754,-118.597
190111211,"2019-04-13","2019-04-13",2000,1,"Central",124,2,624,"BATTERY - SIMPLE ASSAULT","0416 0906",24,"M","H",102,"SIDEWALK","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","7TH","HILL",34.0525,-118.243
191213255,"2019-05-09","2019-05-09",750,12,"77th Street",1233,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","1814 1601 2000 0416 0446 0429 1309",53,"F","B",501,"SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","6100 S  HARVARD                      BL","N/A",33.9846,-118.307
200904943,"2020-01-23","2020-01-22",1000,9,"Van Nuys",946,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","421",54,"F","O",501,"SINGLE FAMILY DWELLING","511","VERBAL THREAT","IC","Invest Cont","5500    HAZELTINE                    AV","N/A",34.1704,-118.44
190610586,"2019-04-24","2019-04-23",2300,6,"Hollywood",648,1,480,"BIKE - STOLEN","344",37,"F","W",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","5500    HAROLD                       WY","N/A",34.0994,-118.309
191706925,"2019-03-04","2019-02-14",600,17,"Devonshire",1721,1,320,"BURGLARY, ATTEMPTED","1609 1202 1608",72,"M","W",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","21200    TULSA                        ST","N/A",34.2675,-118.594
190322689,"2019-10-15","2019-10-15",730,3,"Southwest",312,1,320,"BURGLARY, ATTEMPTED","1609 0329",41,"F","B",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","5100    ROSELAND                     ST","N/A",34.0274,-118.354
190315787,"2019-06-29","2019-06-29",1700,3,"Southwest",314,1,761,"BRANDISH WEAPON","1309 0360 0334 0421 0432 0558",26,"M","H",501,"SINGLE FAMILY DWELLING","511","VERBAL THREAT","IC","Invest Cont","3300 W  ADAMS                        BL","N/A",34.0327,-118.32
191907711,"2019-03-21","2019-03-21",300,19,"Mission",1983,1,330,"BURGLARY FROM VEHICLE","344",58,"F","H",108,"PARKING LOT","N/A","N/A","IC","Invest Cont","15100    PARTHENIA                    ST","N/A",34.2283,-118.461
191617777,"2019-12-18","2019-12-17",1600,16,"Foothill",1669,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","344",70,"F","W",108,"PARKING LOT","N/A","N/A","IC","Invest Cont","FOOTHILL                     BL","MARNICE                      AV",34.2454,-118.274
191207645,"2019-02-23","2019-02-03",1200,12,"77th Street",1255,2,354,"THEFT OF IDENTITY","0100 1822 1202",88,"F","B",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","7500    HALLDALE                     AV","N/A",33.9718,-118.302
190406172,"2019-02-21","2019-02-21",2100,4,"Hollenbeck",422,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","1814 2000 0413 0448 0400",18,"F","B",203,"OTHER BUSINESS","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","3200    EASTLAKE                     AV","N/A",34.0697,-118.208
191114453,"2019-08-01","2019-07-31",2330,11,"Northeast",1152,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0344 1402 0358",31,"F","W",108,"PARKING LOT","500","UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont","1300    BATES                        AV","N/A",34.0958,-118.282
191917100,"2019-09-26","2019-09-26",1000,19,"Mission",1918,2,901,"VIOLATION OF RESTRAINING ORDER","2038",24,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","AO","Adult Other","13400    FOOTHILL                     BL","N/A",34.3033,-118.426
191229558,"2019-12-23","2019-12-23",1400,12,"77th Street",1257,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","1202 0329",83,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","7600 S  FIGUEROA                     ST","N/A",33.9708,-118.283
191818704,"2019-08-30","2019-08-30",2220,18,"Southeast",1837,1,433,"DRIVING WITHOUT OWNER CONSENT (DWOC)","2000 1814 0416",33,"F","H",101,"STREET","304","CLUB/BAT","IC","Invest Cont","1700 E  107TH                        ST","N/A",33.9387,-118.243
190315897,"2019-07-01","2019-07-01",1100,3,"Southwest",329,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)","1309 0104 0325",18,"X","X",401,"MINI-MART","N/A","N/A","IC","Invest Cont","2600 S  FIGUEROA                     ST","N/A",34.0282,-118.276
191421629,"2019-10-07","2019-10-04",1200,14,"Pacific",1483,1,480,"BIKE - STOLEN","0344 0397",20,"M","B",108,"PARKING LOT","N/A","N/A","IC","Invest Cont","7200 W  MANCHESTER                   AV","N/A",33.9598,-118.421
191408383,"2019-03-13","2019-03-13",1400,14,"Pacific",1487,2,624,"BATTERY - SIMPLE ASSAULT","416",67,"M","B",102,"SIDEWALK","500","UNKNOWN WEAPON/OTHER WEAPON","AO","Adult Other","SEPULVEDA","HOWARD                       WY",33.9575,-118.392
191406655,"2019-02-12","2019-02-09",1830,14,"Pacific",1437,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","329",39,"M","H",515,"APARTMENT/CONDO COMMON LAUNDRY ROOM","N/A","N/A","IC","Invest Cont","3500 S  BENTLEY                      AV","N/A",34.02,-118.421
191119166,"2019-11-07","2019-11-06",747,11,"Northeast",1181,2,900,"VIOLATION OF COURT ORDER","2038",26,"F","H",222,"LAUNDROMAT","N/A","N/A","AO","Adult Other","2600 W  SUNSET                       BL","N/A",34.0808,-118.266
191419574,"2019-09-05","2019-09-05",1325,14,"Pacific",1414,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0400 0919 1309 1822",26,"M","W",101,"STREET","500","UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont","600    SANTA CLARA                  AV","N/A",33.9925,-118.466
191914374,"2019-08-02","2019-08-01",1800,19,"Mission",1999,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 1202",59,"M","W",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","7900    VENTURA CANYON               AV","N/A",34.2138,-118.429
191115469,"2019-08-22","2019-08-21",1500,11,"Northeast",1115,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","1300 0329",26,"F","H",101,"STREET","N/A","N/A","IC","Invest Cont","2300    MERTON                       AV","N/A",34.138,-118.216
200905658,"2020-02-07","2020-02-06",1700,9,"Van Nuys",919,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 1307",66,"F","B",122,"VEHICLE, PASSENGER/TRUCK","N/A","N/A","IC","Invest Cont","7100    WOODMAN                      AV","N/A",34.1994,-118.431
190714847,"2019-08-07","2019-08-04",2300,7,"Wilshire",769,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","2000 1814 0400 0401 0408 1300 1309 1414 0913",22,"F","H",501,"SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","1300    5TH                          AV","N/A",34.0474,-118.323
190712030,"2019-06-12","2019-06-04",1130,7,"Wilshire",717,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","394",52,"M","W",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","400 N  HIGHLAND                     AV","N/A",34.0783,-118.339
192109578,"2019-05-03","2019-05-03",1700,21,"Topanga",2169,1,330,"BURGLARY FROM VEHICLE","1307 0377 0344",44,"F","W",108,"PARKING LOT","N/A","N/A","IC","Invest Cont","6400    WINNETKA                     AV","N/A",34.1857,-118.571
190809871,"2019-05-16","2019-05-16",2020,8,"West LA",827,2,624,"BATTERY - SIMPLE ASSAULT","1218 0416 1822",47,"M","W",102,"SIDEWALK","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","BRINGHAM","GORHAM",34.0551,-118.463
190616831,"2019-07-30","2019-06-01",1600,6,"Hollywood",647,1,480,"BIKE - STOLEN","344",41,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","6200    HOLLYWOOD                    BL","N/A",34.1017,-118.325
190601236,"2019-10-18","2019-10-18",2215,6,"Hollywood",622,2,664,"BUNCO, PETTY THEFT","0701 0344 1402",48,"M","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","1800 N  LA BREA                      AV","N/A",34.1037,-118.346
191611221,"2019-07-08","2019-07-08",1500,16,"Foothill",1612,1,350,"THEFT, PERSON","344",77,"F","W",406,"OTHER STORE","N/A","N/A","IC","Invest Cont","13500    PAXTON                       ST","N/A",34.2734,-118.427
191207118,"2019-02-13","2019-02-13",1015,12,"77th Street",1207,2,624,"BATTERY - SIMPLE ASSAULT","0416 0411 1815 1251",10,"M","H",704,"ELEMENTARY SCHOOL","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","JO","Juv Other","800 W  51ST                         ST","N/A",33.9965,-118.287
191108745,"2019-04-09","2019-04-08",1900,11,"Northeast",1101,1,210,"ROBBERY","0353 0355 0377",35,"M","W",109,"PARK/PLAYGROUND","113","SIMULATED GUN","IC","Invest Cont","4700    CRYSTAL SPRINGS              DR","N/A",34.1516,-118.286
191113756,"2019-07-19","2019-07-18",2230,11,"Northeast",1136,1,761,"BRANDISH WEAPON","0360 0400 0416 0421 1402",50,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","511","VERBAL THREAT","AA","Adult Arrest","800 N  AVENUE 50","N/A",34.118,-118.218
190125034,"2019-10-13","2019-10-12",1800,1,"Central",139,1,330,"BURGLARY FROM VEHICLE","0344 1307 1822",35,"M","A",108,"PARKING LOT","N/A","N/A","IC","Invest Cont","300 S  HEWITT                       ST","N/A",34.0454,-118.236
190315842,"2019-06-30","2019-06-30",1045,3,"Southwest",357,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","0344 0448 1309 1310 1814 2000 1813",31,"F","H",122,"VEHICLE, PASSENGER/TRUCK","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","1200 W  35TH                         ST","N/A",34.0242,-118.295
190507213,"2019-03-12","2019-03-12",1300,5,"Harbor",566,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","344",57,"F","O",710,"OTHER PREMISE","N/A","N/A","IC","Invest Cont","200 W  10TH                         ST","N/A",33.7351,-118.281
191311250,"2019-05-10","2019-05-10",1840,13,"Newton",1377,1,210,"ROBBERY","0344 2004 0416",36,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest","5400    COMPTON                      AV","N/A",33.9939,-118.248
191213772,"2019-05-15","2019-05-15",1700,12,"77th Street",1257,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 0342",28,"M","H",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","400 W  78TH                         ST","N/A",33.9689,-118.281
192011552,"2019-06-02","2019-06-01",2100,20,"Olympic",2019,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","329",28,"M","W",707,"GARAGE/CARPORT","N/A","N/A","IC","Invest Cont","100 S  WESTMORELAND                 AV","N/A",34.0735,-118.288
201004206,"2020-01-06","2020-01-06",115,10,"West Valley",1012,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)","0216 0344 0377",33,"M","H",104,"DRIVEWAY","N/A","N/A","IC","Invest Cont","18700    VALERIO                      ST","N/A",34.2048,-118.541
191019132,"2019-12-18","2019-12-17",1500,10,"West Valley",1041,2,946,"OTHER MISCELLANEOUS CRIME","2004 1202 1300",86,"M","W",101,"STREET","N/A","N/A","IC","Invest Cont","CORBIN                       AV","TOPHAM                       ST",34.184,-118.562
190124954,"2019-10-11","2019-10-11",1200,1,"Central",192,2,627,"CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT","0416 1257 0552",4,"F","B",501,"SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","200 W  14TH                         ST","N/A",34.0361,-118.263
191920071,"2019-12-03","2019-11-08",1330,19,"Mission",1998,2,354,"THEFT OF IDENTITY","1822 1501",43,"M","H",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","8200    LULLABY                      LN","N/A",34.2196,-118.445
192106985,"2019-03-07","2019-03-06",1325,21,"Topanga",2156,2,624,"BATTERY - SIMPLE ASSAULT","416",27,"M","H",108,"PARKING LOT","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","6600    TOPANGA CANYON               BL","N/A",34.1905,-118.606
190127923,"2019-11-24","2019-11-24",1745,1,"Central",192,1,480,"BIKE - STOLEN","0397 0344",19,"M","W",102,"SIDEWALK","N/A","N/A","IC","Invest Cont","S  GRAND                        AV","W  PICO                         BL",34.0389,-118.264
190504045,"2019-01-02","2019-01-02",100,5,"Harbor",581,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","1202 1606 1300 0344",77,"M","W",101,"STREET","N/A","N/A","IC","Invest Cont","2500    GRAYSBY                      AV","N/A",33.7245,-118.317
191223031,"2019-09-19","2019-09-19",1300,12,"77th Street",1249,2,354,"THEFT OF IDENTITY","100",27,"F","B",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","7000 S  HOOVER                       ST","N/A",33.9761,-118.287
191807803,"2019-03-08","2019-03-08",1730,18,"Southeast",1831,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","2000 1814 0408 0414 0416",22,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","500 W  127TH                        ST","N/A",33.9176,-118.283
191418608,"2019-08-22","2019-08-22",1830,14,"Pacific",1413,1,330,"BURGLARY FROM VEHICLE","1609 0344 1300",26,"F","W",108,"PARKING LOT","N/A","N/A","IC","Invest Cont","SUNSET","3RD",33.9955,-118.475
200105527,"2020-01-23","2019-01-23",30,1,"Central",182,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","1814 0429 0448 2000 0416 0913",35,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","1200 S  FLOWER                       ST","N/A",34.0415,-118.265
191810572,"2019-04-19","2019-04-19",2205,18,"Southeast",1861,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0416 0913",25,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","600 W  IMPERIAL                     HY","N/A",33.931,-118.285
190216805,"2019-08-18","2019-08-18",615,2,"Rampart",295,1,480,"BIKE - STOLEN","1822 0202 0345 0344",31,"F","H",121,"YARD (RESIDENTIAL/BUSINESS)","N/A","N/A","IC","Invest Cont","1400    CONSTANCE                    ST","N/A",34.0435,-118.279
191822932,"2019-11-09","2019-11-09",1100,18,"Southeast",1832,1,310,"BURGLARY","1607 0358 0344 0321",36,"M","H",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","10600 S  GRAND                        AV","N/A",33.9401,-118.281
191215127,"2019-06-01","2019-06-01",2100,12,"77th Street",1258,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","1814 0444 2000",21,"F","H",501,"SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","100 W  76TH                         ST","N/A",33.9708,-118.274
190309554,"2019-03-27","2019-03-27",330,3,"Southwest",397,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","2000 0408 1814 0444 1310 0429 0419 2034",22,"F","B",102,"SIDEWALK","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","1100 W  VERNON                       AV","N/A",34.0073,-118.298
190719245,"2019-11-09","2019-11-07",1500,7,"Wilshire",774,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","1300 0344 1606",55,"F","B",101,"STREET","N/A","N/A","IC","Invest Cont","1800 S  SYCAMORE                     AV","N/A",34.0433,-118.35
191200711,"2019-07-14","2019-07-11",2330,12,"77th Street",1248,2,627,"CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT","0552 0416 1258",6,"M","H",501,"SINGLE FAMILY DWELLING","301","BELT FLAILING INSTRUMENT/CHAIN","AO","Adult Other","6200 S  VERMONT                      AV","N/A",33.9833,-118.291
191418804,"2019-08-21","2019-08-21",644,14,"Pacific",1494,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","1822 0344",43,"F","W",212,"TRANSPORTATION FACILITY (AIRPORT)","N/A","N/A","IC","Invest Cont","700    WORLD                        WY","N/A",33.9432,-118.401
190314366,"2019-06-07","2019-06-07",2200,3,"Southwest",393,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","1307 0329 1218",57,"M","B",122,"VEHICLE, PASSENGER/TRUCK","N/A","N/A","IC","Invest Cont","3400 W  43RD                         ST","N/A",34.006,-118.331
201004794,"2020-01-19","2020-01-19",1334,10,"West Valley",1004,2,662,"BUNCO, GRAND THEFT","1916 0800 1822",22,"M","H",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","8000    CANBY                        AV","N/A",34.2157,-118.535
201004823,"2020-01-20","2020-01-17",1300,10,"West Valley",1012,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0344 1606",25,"F","H",103,"ALLEY","N/A","N/A","IC","Invest Cont","18600    SHERMAN                      WY","N/A",34.2048,-118.54
191805752,"2019-02-01","2019-02-01",700,18,"Southeast",1804,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0447 1236",30,"F","O",406,"OTHER STORE","500","UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont","8600 S  CENTRAL                      AV","N/A",33.9602,-118.256
192014345,"2019-07-27","2019-07-23",2000,20,"Olympic",2029,1,330,"BURGLARY FROM VEHICLE","1609 1307 0358 0344",35,"M","H",101,"STREET","N/A","N/A","IC","Invest Cont","VIRGIL                       AV","5TH                          AV",34.0652,-118.287
191317025,"2019-08-19","2019-08-19",2200,13,"Newton",1381,2,624,"BATTERY - SIMPLE ASSAULT","448",47,"M","H",101,"STREET","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","62ND                         ST","BROADWAY",33.9833,-118.278
190712475,"2019-06-19","2019-06-05",1130,7,"Wilshire",737,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","394",40,"M","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","5200    WILSHIRE                     BL","N/A",34.0622,-118.343
190814279,"2019-08-16","2019-08-16",1910,8,"West LA",881,1,330,"BURGLARY FROM VEHICLE","1822 0344 1609 0377 0352",50,"F","W",108,"PARKING LOT","N/A","N/A","IC","Invest Cont","OLYMPIC                      BL","GRANVILLE                    AV",34.0332,-118.45
190205676,"2019-02-03","2019-02-03",30,2,"Rampart",212,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1309 0302 1407 1100 0430 0906 1218",36,"M","H",102,"SIDEWALK","106","UNKNOWN FIREARM","IC","Invest Cont","OAKWOOD","MADISON",34.0777,-118.289
192106483,"2019-02-25","2019-02-25",930,21,"Topanga",2158,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344 0377",36,"M","O",203,"OTHER BUSINESS","N/A","N/A","IC","Invest Cont","6300    CANOGA                       AV","N/A",34.1829,-118.598
191920495,"2019-12-12","2019-12-12",1530,19,"Mission",1924,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","2000 1813 1814 0416",31,"F","H",505,"MOTEL","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","12100    SAN FERNANDO                 RD","N/A",34.2913,-118.45
202104006,"2019-12-31","2019-12-28",1000,21,"Topanga",2128,2,649,"DOCUMENT FORGERY / STOLEN FELONY","0923 1822",88,"M","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","7600    WINNETKA                     AV","N/A",34.212,-118.575
201908034,"2020-03-23","2020-03-23",1700,19,"Mission",1995,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0906 0416 0443",58,"F","O",108,"PARKING LOT","511","VERBAL THREAT","IC","Invest Cont","VAN NUYS","ARMINTA",34.2134,-118.449
190110246,"2019-04-01","2019-03-31",1800,1,"Central",161,1,330,"BURGLARY FROM VEHICLE","1300 1307 1609 0344 1402",30,"M","B",101,"STREET","N/A","N/A","IC","Invest Cont","8TH                          ST","BIXEL",34.0483,-118.263
201005112,"2020-01-25","2020-01-23",2200,10,"West Valley",1044,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","329",41,"M","W",122,"VEHICLE, PASSENGER/TRUCK","N/A","N/A","IC","Invest Cont","18400    HATTERAS                     ST","N/A",34.1775,-118.534
192113046,"2019-07-19","2019-07-16",1300,21,"Topanga",2143,1,310,"BURGLARY","0397 1602 0344 0321",50,"M","W",108,"PARKING LOT","N/A","N/A","IC","Invest Cont","6400    FALLBROOK                    AV","N/A",34.1883,-118.627
191117532,"2019-10-03","2019-10-03",1700,11,"Northeast",1135,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1259 0555 1402 0400 0416 0421",16,"M","A",501,"SINGLE FAMILY DWELLING","216","SCISSORS","JA","Juv Arrest","2300 W  AVENUE 33","N/A",34.1164,-118.233
190309580,"2019-03-26","2019-03-25",1200,3,"Southwest",362,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","2000 1813 1906 2041",34,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","4500    AUGUST                       ST","N/A",34.016,-118.347
191416686,"2019-07-22","2019-07-16",700,14,"Pacific",1494,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","1822 0344",28,"M","H",212,"TRANSPORTATION FACILITY (AIRPORT)","N/A","N/A","IC","Invest Cont","100    WORLD                        WY","N/A",33.9451,-118.403
190710751,"2019-05-18","2019-05-18",30,7,"Wilshire",785,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0342 1313 0302 0450 1419 1402 1822",26,"M","H",501,"SINGLE FAMILY DWELLING","102","HAND GUN","IC","Invest Cont","2100 S  RIMPAU                       BL","N/A",34.0372,-118.344
190322721,"2019-10-14","2019-10-13",1945,3,"Southwest",328,2,354,"THEFT OF IDENTITY","1251 0100 0930 1822",21,"M","W",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","600 W  28TH                         ST","N/A",34.0261,-118.277
191514258,"2019-07-18","2019-07-17",1930,15,"N Hollywood",1548,1,330,"BURGLARY FROM VEHICLE","1302 0344",22,"M","W",123,"PARKING UNDERGROUND/BUILDING","N/A","N/A","IC","Invest Cont","11000    MAGNOLIA                     BL","N/A",34.1667,-118.37
190115581,"2019-06-09","2019-06-09",1840,1,"Central",176,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0416 1218 0910 0429 1822",18,"M","H",101,"STREET","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","8TH","MAPLE",34.0408,-118.251
190120162,"2019-08-06","2019-08-06",230,1,"Central",152,2,624,"BATTERY - SIMPLE ASSAULT","0416 1218 2004",63,"F","W",102,"SIDEWALK","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","7TH","GLADYS",34.0491,-118.256
190327516,"2019-12-31","2019-12-30",1530,3,"Southwest",398,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 1307",28,"M","H",122,"VEHICLE, PASSENGER/TRUCK","N/A","N/A","IC","Invest Cont","600 W  41ST                         ST","N/A",34.0097,-118.284
191720131,"2019-12-28","2019-12-14",515,17,"Devonshire",1765,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","2040 0421 1822",20,"F","W",501,"SINGLE FAMILY DWELLING","511","VERBAL THREAT","AO","Adult Other","19200    STARE                        ST","N/A",34.2529,-118.552
190804589,"2019-01-12","2019-01-12",1645,8,"West LA",817,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)","1202 0344 0352 1221 1822",67,"M","O",101,"STREET","N/A","N/A","IC","Invest Cont","1000    GLENDON                      AV","N/A",34.0625,-118.444
191910474,"2019-05-15","2019-05-15",2000,19,"Mission",1971,2,624,"BATTERY - SIMPLE ASSAULT","0416 0419",38,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest","9000    ORION                        AV","N/A",34.2338,-118.472
191704177,"2019-01-02","2019-01-02",1400,17,"Devonshire",1764,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 0416",30,"M","W",108,"PARKING LOT","500","UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont","NORDHOFF                     ST","TAMPA                        AV",34.2355,-118.554
