DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA ,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm_Cd1,Crm_Cd2,Crm_Cd3,Crm_Cd4,LOCATION,Cross Street,LAT,LON
191105721,2/3/2019 0:00,2/3/2019 0:00,2100,11,Northeast,1118,2,624,BATTERY - SIMPLE ASSAULT,416,20,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,700    NOLDEN                       ST,,34.1172,-118.1957
200105299,1/19/2020 0:00,12/26/2019 0:00,636,1,Central,111,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1602 0329,44,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745,,,,800    CLEVELAND                    ST,,34.0635,-118.2416
190918446,10/17/2019 0:00,10/15/2019 0:00,700,9,Van Nuys,926,2,354,THEFT OF IDENTITY,0100 1822 0929,50,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,14400    KITTRIDGE                    ST,,34.1907,-118.4465
192006031,2/5/2019 0:00,2/5/2019 0:00,1645,20,Olympic,2016,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1241 1821 0416 0446 0444 0408,54,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,3700 W  2ND                          ST,,34.0712,-118.2966
190306932,2/15/2019 0:00,2/15/2019 0:00,2120,3,Southwest,358,2,888,TRESPASSING,1501 2004,18,X,X,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,,,IC,Invest Cont,888,,,,3500    WATT                         WY,,34.0235,-118.2858
191917434,10/2/2019 0:00,10/1/2019 0:00,2100,19,Mission,1984,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,22,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,RAYEN,CEDROS,34.2318,-118.4536
190704494,1/11/2019 0:00,1/11/2019 0:00,1200,7,Wilshire,724,1,210,ROBBERY,0945 0325 0397 0400 1402,20,M,B,415,THE GROVE,218,OTHER CUTTING INSTRUMENT,AA,Adult Arrest,210,998,,,100    THE GROVE                    DR,,34.0761,-118.3563
191917852,10/13/2019 0:00,10/13/2019 0:00,1630,19,Mission,1913,1,210,ROBBERY,2000 0416 0448,44,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,626,,,13100    GLENOAKS                     BL,,34.3089,-118.4613
190105035,1/14/2019 0:00,1/12/2019 0:00,2300,1,Central,163,1,350,"THEFT, PERSON",1608 0344,32,F,W,716,THEATRE/MOVIE,,,IC,Invest Cont,350,,,,700 S  BROADWAY,,34.0452,-118.2534
190300897,8/6/2019 0:00,8/6/2019 0:00,900,3,Southwest,337,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 0416 0445 1251 1257,5,M,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,627,,,,3000 S  NORMANDIE                    AV,,34.0273,-118.3002
200104123,1/2/2020 0:00,12/21/2019 0:00,730,1,Central,154,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1202 1822 0344 0394,64,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,100 W  5TH                          ST,,34.0467,-118.2485
191213161,5/8/2019 0:00,5/7/2019 0:00,2000,12,77th Street,1259,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,7600    TOWNE                        AV,,33.9713,-118.2673
190321384,9/24/2019 0:00,9/24/2019 0:00,1645,3,Southwest,399,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1309 0319 0421 1822 0919,31,F,H,101,STREET,511,VERBAL THREAT,AO,Adult Other,930,,,,39TH,FIGUEROA,34.0075,-118.2819
190320865,9/16/2019 0:00,9/15/2019 0:00,2043,3,Southwest,358,1,480,BIKE - STOLEN,1251 0344,18,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480,,,,600 W  34TH                         ST,,34.0212,-118.2805
191017445,11/9/2019 0:00,11/8/2019 0:00,2200,10,West Valley,1011,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,19000    CANTLAY                      ST,,34.2023,-118.5473
190910680,5/10/2019 0:00,5/10/2019 0:00,1855,9,Van Nuys,964,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1309,44,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,740,,,,14100    RIVERSIDE                    DR,,34.1576,-118.44
191121094,12/21/2019 0:00,12/20/2019 0:00,1030,11,Northeast,1151,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0416,27,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,ALEXANDRIA,FOUNTAIN,34.0981,-118.2983
190806945,3/8/2019 0:00,2/16/2019 0:00,2000,8,West LA,849,1,330,BURGLARY FROM VEHICLE,0321 0344 0352 1822,26,F,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,1200 S  HOLT                         AV,,34.0551,-118.3784
191912179,6/21/2019 0:00,6/21/2019 0:00,40,19,Mission,1921,2,946,OTHER MISCELLANEOUS CRIME,,43,M,X,101,STREET,,,AA,Adult Arrest,946,,,,SAN FERNANDO                 RD,TYLER,34.3022,-118.4631
190915364,8/17/2019 0:00,8/15/2019 0:00,1600,9,Van Nuys,923,2,664,"BUNCO, PETTY THEFT",0701 0100,39,F,O,203,OTHER BUSINESS,,,IC,Invest Cont,664,,,,14500    HAYNES                       ST,,34.1897,-118.4487
190805789,2/10/2019 0:00,2/10/2019 0:00,1945,8,West LA,852,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1202 0329 1822,60,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745,,,,11800    IOWA                         AV,,34.0403,-118.4559
190314482,6/9/2019 0:00,6/9/2019 0:00,1705,3,Southwest,338,1,310,BURGLARY,0344 1251 1822,23,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,1200 W  30TH                         ST,,34.0274,-118.2891
191008505,4/13/2019 0:00,4/13/2019 0:00,1820,10,West Valley,1017,2,624,BATTERY - SIMPLE ASSAULT,0400 0416,28,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,17500    SHERMAN                      WY,,34.2048,-118.5099
191912087,6/19/2019 0:00,6/19/2019 0:00,714,19,Mission,1988,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,8200    ALLOTT                       AV,,34.2199,-118.4278
191825360,12/20/2019 0:00,12/20/2019 0:00,1930,18,Southeast,1842,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 1814 0416 0334 0421 0429 0408 0449 1817,23,F,B,501,SINGLE FAMILY DWELLING,207,OTHER KNIFE,AO,Adult Other,236,,,,200 W  109TH                        PL,,33.9365,-118.2762
191714792,8/30/2019 0:00,7/26/2019 0:00,1200,17,Devonshire,1718,2,649,DOCUMENT FORGERY / STOLEN FELONY,800,58,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,15800    RINALDI                      ST,,34.2791,-118.4759
190809145,4/5/2019 0:00,4/5/2019 0:00,1400,8,West LA,853,2,624,BATTERY - SIMPLE ASSAULT,2000 1814 0913,40,M,W,710,OTHER PREMISE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,1600    BUTLER                       AV,,34.0456,-118.4519
190113200,5/9/2019 0:00,5/9/2019 0:00,1130,1,Central,155,1,220,ATTEMPTED ROBBERY,2004 0355 0400 0319 0448,27,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,220,,,,6TH,MAPLE,34.0439,-118.2479
192115396,9/7/2019 0:00,9/5/2019 0:00,2300,21,Topanga,2132,1,310,BURGLARY,1300 1202,63,M,O,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,7300    WESTCLIFF                    DR,,34.2034,-118.6532
190620172,10/4/2019 0:00,10/4/2019 0:00,2045,6,Hollywood,657,2,900,VIOLATION OF COURT ORDER,2038,49,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,900,,,,5400    SIERRA VISTA                 AV,,34.0896,-118.3092
190906911,2/28/2019 0:00,2/27/2019 0:00,2100,9,Van Nuys,941,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0417,37,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,740,,,,15200    MARTHA                       ST,,34.1731,-118.464
191117620,10/5/2019 0:00,10/4/2019 0:00,430,11,Northeast,1115,2,649,DOCUMENT FORGERY / STOLEN FELONY,344,0,X,X,602,BANK,,,IC,Invest Cont,649,,,,5000    EAGLE ROCK                   BL,,34.1373,-118.2146
190508494,4/12/2019 0:00,4/12/2019 0:00,2100,5,Harbor,551,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0400,33,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,1200    BIG CANYON                   PL,,33.7393,-118.3021
191417450,8/4/2019 0:00,8/4/2019 0:00,400,14,Pacific,1472,1,210,ROBBERY,0344 1822,22,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,7600    EARLDOM                      AV,,33.9527,-118.4425
190322403,10/4/2019 0:00,10/4/2019 0:00,1745,3,Southwest,321,2,624,BATTERY - SIMPLE ASSAULT,0329 0342 0416 0446 0429 0417 0913,28,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,CORBETT                      ST,CLYDE                        AV,34.0249,-118.369
191321184,10/25/2019 0:00,10/25/2019 0:00,30,13,Newton,1331,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1202 0416,66,M,B,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,GRAND                        AV,ADAMS                        BL,34.0254,-118.2729
190712628,6/23/2019 0:00,6/23/2019 0:00,504,7,Wilshire,721,2,624,BATTERY - SIMPLE ASSAULT,1501,37,F,B,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,BEVERLY                      BL,LA CIENEGA                   BL,34.0764,-118.3789
191222377,9/10/2019 0:00,9/10/2019 0:00,1550,12,77th Street,1258,2,624,BATTERY - SIMPLE ASSAULT,0416 1310 1822 0446,28,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,73RD,SAN PEDRO,33.9739,-118.2695
190605299,1/19/2019 0:00,1/19/2019 0:00,2040,6,Hollywood,646,2,624,BATTERY - SIMPLE ASSAULT,447,28,M,B,142,DRIVE THRU*,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,6700 W  SUNSET                       BL,,34.098,-118.3365
191317712,8/30/2019 0:00,8/30/2019 0:00,330,13,Newton,1393,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0345,45,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,200 W  69TH                         ST,,33.9774,-118.2761
190810768,6/5/2019 0:00,6/4/2019 0:00,1,8,West LA,811,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0602 0562 0416,0,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,230,,,,700    PALISADES                    DR,,34.0496,-118.5527
191909736,5/1/2019 0:00,2/22/2019 0:00,1200,19,Mission,1962,2,354,THEFT OF IDENTITY,377,62,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,9700 N  COLUMBUS                     AV,,34.2464,-118.4653
190817677,10/31/2019 0:00,10/3/2019 0:00,1949,8,West LA,842,2,624,BATTERY - SIMPLE ASSAULT,1822 0416 0359,25,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,WILSHIRE                     BL,BARRINGTON                   AV,34.0487,-118.4618
191717261,10/28/2019 0:00,10/28/2019 0:00,2215,17,Devonshire,1762,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0325 2024 0344,0,X,X,301,GAS STATION,,,AO,Adult Other,440,,,,9500    DE SOTO                      AV,,34.2427,-118.5886
190606225,2/9/2019 0:00,2/8/2019 0:00,2300,6,Hollywood,648,1,330,BURGLARY FROM VEHICLE,1307 1609 0329 0344,38,F,O,101,STREET,,,IC,Invest Cont,330,,,,SERRANO,HOLLYWOOD                    BL,34.1018,-118.3071
190719079,11/6/2019 0:00,10/30/2019 0:00,1800,7,Wilshire,724,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1300,40,F,O,108,PARKING LOT,,,IC,Invest Cont,440,,,,6300 W  3RD                          ST,,34.0735,-118.3571
191207058,2/12/2019 0:00,2/11/2019 0:00,820,12,77th Street,1239,1,210,ROBBERY,0416 0342 0344 0446,21,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,6100 S  VERMONT                      AV,,33.9843,-118.2915
191212182,4/24/2019 0:00,4/24/2019 0:00,1000,12,77th Street,1251,1,210,ROBBERY,2000 1814 0445 0416,51,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,210,,,,3300 W  73RD                         ST,,33.9737,-118.3298
190714622,8/3/2019 0:00,8/3/2019 0:00,700,7,Wilshire,769,2,624,BATTERY - SIMPLE ASSAULT,0444 0400,73,F,A,517,MISSIONS/SHELTERS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,3100    VENICE                       BL,,34.0454,-118.3207
190121068,8/17/2019 0:00,8/17/2019 0:00,2100,1,Central,152,1,210,ROBBERY,0416 0344 2004 1218 0910 1822 2047,55,F,B,903,MTA - RED LINE - 7TH AND METRO CENTER,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,600 S  FIGUEROA                     ST,,34.0509,-118.2585
191323469,12/7/2019 0:00,12/6/2019 0:00,2200,13,Newton,1333,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2040 1402,0,F,O,721,HIGH SCHOOL,511,VERBAL THREAT,AA,Adult Arrest,930,998,,,2900 S  CENTRAL                      AV,,34.0174,-118.2621
192009350,4/17/2019 0:00,4/15/2019 0:00,2000,20,Olympic,2005,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,MELROSE                      AV,ADMORE                       AV,34.0799,-118.3025
191210373,3/31/2019 0:00,3/31/2019 0:00,1445,12,77th Street,1203,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 0416 0411 1822,39,M,B,108,PARKING LOT,207,OTHER KNIFE,IC,Invest Cont,230,,,,WESTERN,VERNON,34.0037,-118.3089
191010924,6/11/2019 0:00,6/11/2019 0:00,300,10,West Valley,1035,1,330,BURGLARY FROM VEHICLE,0344 9999 0377,17,M,W,101,STREET,,,IC,Invest Cont,330,,,,6600    JAMIESON                     AV,,34.1903,-118.5215
190314688,6/12/2019 0:00,6/12/2019 0:00,1710,3,Southwest,326,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2004 2000 1814 0416,34,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,27TH                         ST,HOBART,34.0309,-118.3078
191229583,12/23/2019 0:00,12/23/2019 0:00,1240,12,77th Street,1233,2,624,BATTERY - SIMPLE ASSAULT,1218 0400 0416,59,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,5900 S  SAINT ANDREWS                PL,,33.9867,-118.3115
190804380,1/10/2019 0:00,1/10/2019 0:00,500,8,West LA,825,2,624,BATTERY - SIMPLE ASSAULT,1278 0917 1310 2002 0446 1822 0416,42,M,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,100    BURLINGAME                   AV,,34.0568,-118.4914
191714499,8/21/2019 0:00,5/29/2019 0:00,900,17,Devonshire,1725,2,354,THEFT OF IDENTITY,1822 0930,63,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,19900    LUBAO                        PL,,34.2588,-118.5679
191306133,2/9/2019 0:00,2/9/2019 0:00,1420,13,Newton,1321,2,860,BATTERY WITH SEXUAL CONTACT,0529 0448,27,F,H,719,MEDICAL/DENTAL OFFICES,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,860,,,,300 W  23RD                         ST,,34.0291,-118.2706
190912467,6/17/2019 0:00,6/16/2019 0:00,1200,9,Van Nuys,916,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,27,M,H,116,OTHER/OUTSIDE,,,IC,Invest Cont,440,,,,13800    VANOWEN                      ST,,34.1976,-118.4356
191917089,9/26/2019 0:00,9/26/2019 0:00,1830,19,Mission,1924,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,AA,Adult Arrest,510,,,,15000    ASTORIA                      ST,,34.2943,-118.4577
190216016,8/5/2019 0:00,8/2/2019 0:00,1208,2,Rampart,246,1,310,BURGLARY,0329 0344 1236 1607 1822 0216,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,500 S  WESTLAKE                     AV,,34.0598,-118.2731
190916055,8/30/2019 0:00,8/29/2019 0:00,2245,9,Van Nuys,911,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0444 1414 1813,36,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,6900 N  SEPULVEDA                    BL,,34.1938,-118.4702
191718157,11/18/2019 0:00,11/17/2019 0:00,600,17,Devonshire,1745,1,330,BURGLARY FROM VEHICLE,1609 0344,28,F,W,101,STREET,,,IC,Invest Cont,330,,,,17100    CHATSWORTH                   ST,,34.2648,-118.5056
191913989,7/26/2019 0:00,7/26/2019 0:00,115,19,Mission,1925,1,648,ARSON,,43,M,O,101,STREET,,,IC,Invest Cont,648,,,,14200    AZTEC                        ST,,34.2941,-118.447
201704287,1/3/2020 0:00,5/1/2019 0:00,800,17,Devonshire,1707,2,649,DOCUMENT FORGERY / STOLEN FELONY,1802 0924,49,M,O,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,649,,,,17000    NANETTE                      ST,,34.3026,-118.5023
191507324,3/4/2019 0:00,3/3/2019 0:00,300,15,N Hollywood,1547,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,25,M,H,120,STORAGE SHED,,,IC,Invest Cont,745,,,,5300    TUJUNGA                      AV,,34.1673,-118.3816
191309046,4/1/2019 0:00,3/31/2019 0:00,1136,13,Newton,1347,1,310,BURGLARY,1609 0358 0321 0344 1309 0326,0,F,O,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,3100 S  ALAMEDA                      ST,,34.0129,-118.2397
191719258,12/6/2019 0:00,12/6/2019 0:00,15,17,Devonshire,1729,2,624,BATTERY - SIMPLE ASSAULT,,24,F,O,121,YARD (RESIDENTIAL/BUSINESS),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,17500    RINALDI                      ST,,34.2794,-118.5153
192109970,5/13/2019 0:00,5/10/2019 0:00,620,21,Topanga,2157,1,330,BURGLARY FROM VEHICLE,1606 0344,43,F,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,6700    ETON                         AV,,34.1925,-118.5955
190105712,1/26/2019 0:00,1/26/2019 0:00,1400,1,Central,166,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000 1402,48,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,998,,,400 E  7TH                          ST,,34.0421,-118.2469
190116618,6/22/2019 0:00,5/15/2019 0:00,1200,1,Central,111,2,354,THEFT OF IDENTITY,0913 1810 0100 1820,29,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,700    ALPINE                       ST,,34.0635,-118.2426
191506242,2/12/2019 0:00,2/10/2019 0:00,2130,15,N Hollywood,1595,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,321,20,F,H,101,STREET,,,IC,Invest Cont,421,,,,3500    LAURELVALE                   DR,,34.1345,-118.386
190417315,11/25/2019 0:00,11/25/2019 0:00,745,4,Hollenbeck,422,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108,PARKING LOT,,,IC,Invest Cont,420,,,,3000 N  BROADWAY,,34.0737,-118.2104
191107720,3/20/2019 0:00,3/19/2019 0:00,1300,11,Northeast,1123,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,3700    BRUNSWICK                    AV,,34.1199,-118.2614
190918918,10/26/2019 0:00,10/14/2019 0:00,1,9,Van Nuys,966,2,940,EXTORTION,1814 0930 0344,27,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,940,,,,5000    WOODMAN                      AV,,34.1613,-118.4312
190208724,3/27/2019 0:00,3/26/2019 0:00,1845,2,Rampart,231,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329 1307,47,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,BEVERLY                      BL,OCCIDENTAL,34.0707,-118.2795
191707592,3/19/2019 0:00,2/6/2019 0:00,1000,17,Devonshire,1763,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1251 1259,14,M,W,720,JUNIOR HIGH SCHOOL,,,IC,Invest Cont,440,,,,19800    DEVONSHIRE                   ST,,34.2573,-118.5645
191315827,7/29/2019 0:00,7/25/2019 0:00,1600,13,Newton,1347,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,25TH                         ST,LONG BEACH                   AV,34.0145,-118.2432
190620049,10/3/2019 0:00,10/3/2019 0:00,29,6,Hollywood,621,1,310,BURGLARY,1607,50,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,2600    LAUREL PASS                  AV,,34.1177,-118.3829
190300513,1/13/2019 0:00,1/12/2019 0:00,2126,3,Southwest,359,2,623,BATTERY POLICE (SIMPLE),1212 0917 1822 0446,42,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,623,,,,39TH,FIGUEROA,34.014,-118.2827
190220789,10/27/2019 0:00,10/25/2019 0:00,1,2,Rampart,238,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1236 1822,0,X,X,702,OFFICE BUILDING/OFFICE,,,AO,Adult Other,956,,,,1200    COLTON                       ST,,34.062,-118.2545
190505824,2/10/2019 0:00,2/10/2019 0:00,1000,5,Harbor,557,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329,59,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,745,,,,700 W  7TH                          ST,,33.7379,-118.2923
191111722,6/8/2019 0:00,5/12/2019 0:00,1500,11,Northeast,1142,1,310,BURGLARY,0344 0397 1602,31,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,4500    FINLEY                       AV,,34.1077,-118.2874
190519728,12/21/2019 0:00,12/21/2019 0:00,2245,5,Harbor,555,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1805 0906 0309,35,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,930,,,,900 W  SANTA CRUZ                   ST,,33.7447,-118.2979
191607996,4/16/2019 0:00,4/15/2019 0:00,2240,16,Foothill,1612,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1258 0553 0416,13,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,,,,11300    HERRICK                      AV,,34.2755,-118.4194
192017551,9/28/2019 0:00,9/28/2019 0:00,2050,20,Olympic,2016,2,888,TRESPASSING,1501 2004,0,X,X,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,200 S  KENMORE                      AV,,34.0709,-118.2985
190518685,11/26/2019 0:00,11/4/2019 0:00,630,5,Harbor,529,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2032 0352 1221 0377 1213,48,M,W,752,FIRE STATION,,,IC,Invest Cont,341,,,,100 E  I                            ST,,33.7812,-118.2625
190404956,1/23/2019 0:00,1/23/2019 0:00,2035,4,Hollenbeck,491,1,761,BRANDISH WEAPON,334,38,F,H,123,PARKING UNDERGROUND/BUILDING,207,OTHER KNIFE,IC,Invest Cont,761,,,,1100 S  BOYLE                        AV,,34.0289,-118.2206
191509971,4/24/2019 0:00,4/24/2019 0:00,1930,15,N Hollywood,1526,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,49,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,6300    LANKERSHIM                   BL,,34.1849,-118.3867
191214015,5/20/2019 0:00,5/20/2019 0:00,40,12,77th Street,1273,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,GRAMERCY,RUTHELEN,33.9594,-118.3134
191113278,7/8/2019 0:00,7/6/2019 0:00,243,11,Northeast,1127,2,940,EXTORTION,0443 0422,73,F,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,940,,,,6100    ROY                          ST,,34.1227,-118.1862
190708779,4/7/2019 0:00,4/7/2019 0:00,2110,7,Wilshire,774,1,210,ROBBERY,0344 0325 0334,0,M,O,202,LIQUOR STORE,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210,,,,4900 W  WASHINGTON                   BL,,34.0431,-118.3482
